,create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
849,1a5c2fe0-0cb0-11ed-8b3c-a58653e9c609,0.0,Chrome 103,48.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/2d90f4b6da958ccf7118bd585e35d2072428190c?param1=273&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""273"",""publisherId"":""1""}",2.0,,,273.0,true,1.0,,1366x768,2022-07-26 06:56:43.128,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1.0,1366x625
850,fe3b3600-00b4-11ed-8f12-f5d507595f26,,Chrome 102,,24.0,alive,UTF-8,http://150.136.2.86/candidate-portal/job/8,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""8"",""publisherId"":0,""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-11 01:00:35.325,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-c9772fb8-l5g1fmn7,,,,,,1.0,1366x768
851,9f9e6330-0904-11ed-bf02-c32c8a0fedf9,,Chrome 102,,24.0,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/confirm-interview?calendarId=19&availableId=60&jobId=333&publisherIds=,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-21 14:51:37.555,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-mdzfzjrn-l5tnuexa,,,,,,1.0,1920x976
852,2be5ad90-0bfc-11ed-8794-4919f80f7919,,Chrome 103,,24.0,,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1536x864,2022-07-25 09:28:41.347,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-upfzmpb0-l4paoahw,,,,,,1.0,1536x731
853,27729ab2-9454-11ed-aac0-d181081f17c3,1.0,,61.0,,unqualified,,,,,,27.0,,1997.0,,15.0,,,2023-01-14 21:41:07,,,,,,,,,,
854,3e4f066a-9456-11ed-97de-6e1bfb3e530b,1.0,,70.0,,unqualified,,,,,,21.0,,990.0,,10.0,,,2023-01-14 21:56:05,,,,,,,,,,
855,4d3118f0-0c00-11ed-a21e-a7064014d2e3,0.0,Chrome 103,222.0,24.0,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/601800a53111c9bfeef6bd826664a0bff0958d79?param1=1527&param2=1,CandidatePortal,,1.0,,,1527.0,true,1.0,,1366x768,2022-07-25 09:58:15.684,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x625
856,2d843910-018d-11ed-96cd-d7dd55e56071,,Chrome 103,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":4,""publisherId"":0,""userId"":123}",2.0,,,,true,,,1920x1080,2022-07-12 02:48:57.841,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1.0,1367x929
857,556cceb0-08f4-11ed-a38b-4ab83d86e59f,,Chrome 103,,24.0,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/confirm-interview?calendarId=9&availableId=31&jobId=384&publisherIds=,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-21 12:55:01.123,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-vk7kksgd-l5tjg8wn,,,,,,1.0,1920x947
858,ac5521f0-00e3-11ed-ae42-f0a83b4cabec,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-11 06:35:36.464,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1.0,1255x976
859,51aa4500-0c00-11ed-93ca-01519b21c945,0.0,Chrome 103,222.0,24.0,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/601800a53111c9bfeef6bd826664a0bff0958d79?param1=1527&param2=1,CandidatePortal,,1.0,,,1527.0,true,1.0,,1366x768,2022-07-25 09:58:23.259,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x625
860,0ca216d0-0189-11ed-8879-ee5fa0697c19,,Chrome 103,,24.0,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":47,""publisherId"":0,""userId"":116}",2.0,,,,true,,,1920x1080,2022-07-12 02:19:24.974,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1.0,1455x929
861,a1fc95b0-0bfd-11ed-94ba-5d90900568f4,1.0,Chrome 103,48.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2.0,34.0,,188.0,true,1.0,,1366x768,2022-07-25 09:39:09.471,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x568
862,60f77d70-080e-11ed-9595-a5535263cc1c,,Chrome 102,,24.0,,UTF-8,http://150.230.186.232/candidate-portal/confirm-interview?calendarId=30&availableId=43&jobId=7&publisherIds=,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-20 09:28:56.076,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-y9qrs3v1-l4p0gh3x,,,,,,1.0,1920x976
863,69f1a090-0075-11ed-960b-bfec3c6c363a,,Chrome 103,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job/94,CandidatePortal,"{""customEvent"":""click"",""jobId"":94,""publisherId"":0,""userId"":123}",2.0,,,,true,,,1536x864,2022-07-10 17:26:17.440,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1.0,1018x714
864,59e3d470-0c00-11ed-9958-83b14587d327,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1531?jobId=1531&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1531"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-25 09:58:37.041,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x625
865,26ce3fd0-0845-11ed-855b-b36165cd8f70,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-20 16:01:00.951,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1104x976
866,c0d9be50-0a8f-11ed-80be-4cac40b159b2,,Chrome 96,,24.0,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-23 14:00:04.637,-420.0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1.0,1920x980
867,743dab00-0293-11ed-83ea-36b11bb4c7b2,,Chrome 102,,24.0,conversion,UTF-8,http://150.136.2.86/candidate-portal/job/1015,CandidatePortal,"{""customEvent"":""conversion"",""jobId"":""1015"",""publisherId"":0,""userId"":72}",2.0,,,,true,,,1920x1080,2022-07-13 10:06:24.875,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-s1380zhv-l4ozwjai,,,,,,1.0,1211x976
868,a05058e0-fea2-11ec-af8b-08f0a85a3fac,2.0,Chrome 103,4.0,24.0,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:44:58.366,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
869,ae918d10-0b5a-11ed-9f37-efb914d72c31,1.0,Chrome 103,48.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2.0,34.0,,188.0,true,1.0,,1366x768,2022-07-24 14:12:42.249,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1.0,1366x625
870,87ea6d40-0073-11ed-b349-169ff86e73a1,,Chrome 103,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job/195,CandidatePortal,"{""customEvent"":""click"",""jobId"":""195"",""publisherId"":0,""userId"":123}",2.0,,,,true,,,1536x864,2022-07-10 17:12:48.993,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1.0,1018x714
871,1aaf42a0-0c94-11ed-b936-71639d5b01ce,,Chrome 102,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job?what=a&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":188,""publisherId"":0,""userId"":118}",2.0,,,,true,,,1920x1080,2022-07-26 03:36:15.794,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1186x976
872,e2278d50-fea3-11ec-807e-23fd5a67cf18,2.0,Chrome 103,4.0,24.0,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:53:58.312,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
873,9a750260-0350-11ed-8a91-e52dd6e8261f,,Chrome 103,,30.0,click,UTF-8,http://129.213.68.90/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":127,""publisherId"":0,""userId"":70}",2.0,,,,true,,,1440x900,2022-07-14 08:40:23.705,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36",1-nnh028os-l5koj561,,,,,,1.0,1440x714
874,cb601fd0-027f-11ed-9aff-e8d0b4e07455,,Chrome 103,,24.0,unqualified,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,"{""customEvent"":""unqualified"",""publisherId"":0}",2.0,,,,true,,,1920x1080,2022-07-13 07:45:41.019,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-lfmh8cq0-l4o6fbxa,,,,,,1.0,1920x947
875,0b267b90-07e5-11ed-8ace-69451783889c,,Chrome 103,,24.0,,UTF-8,http://150.230.186.232/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-20 04:33:03.284,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-xc2qpprv-l4o741s7,,,,,,1.0,1920x944
876,a4e9b570-0bfb-11ed-8e5b-070c7dd02ae1,1.0,Chrome 103,48.0,24.0,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1.0,34.0,,188.0,true,1.0,,1366x768,2022-07-25 09:24:55.441,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1.0,1366x568
877,aba7ae80-0291-11ed-b1c9-f978ce5ece25,,Chrome 102,,24.0,,UTF-8,"http://150.230.186.232/candidate-portal/confirm-interview?calendarId=12&availableId=56&jobId=187&publisherIds=4,1,2,3,5",CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-13 09:53:38.493,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-y9qrs3v1-l4p0gh3x,,,,,,1.0,1920x976
878,20b06790-042b-11ed-81b6-5d0e788c1c02,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/profile,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/profile,1920x1080,2022-07-15 10:44:39.263,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1148x976
879,f9b65680-0caf-11ed-bcb4-5c42cf9cbb02,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1103?jobId=1103&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1103"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-26 06:55:48.344,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1.0,1366x625
880,07c327b0-fea2-11ec-acae-e8c73925f3a5,2.0,Chrome 103,4.0,24.0,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:40:42.407,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
881,806dba60-fea0-11ec-8ed4-f81e6e3e181c,2.0,Chrome 103,4.0,24.0,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:29:45.732,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
882,a11b33f0-0c8d-11ed-bbdc-094aab4986bb,0.0,Chrome 103,48.0,24.0,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/2d90f4b6da958ccf7118bd585e35d2072428190c?param1=273&param2=1,CandidatePortal,,1.0,,,273.0,true,1.0,,1366x768,2022-07-26 02:49:56.086,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1.0,1366x625
883,25d10800-9455-11ed-8c9f-ec655f844725,1.0,,222.0,,click,,,,,,21.0,,1210.0,,20.0,,,2023-01-14 21:48:14,,,,,,,,,,
884,d5bcc950-0901-11ed-aad3-ecf837fc0e00,,Chrome 102,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job?what=Design&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":268,""publisherId"":0,""userId"":97}",2.0,,,,true,,,1920x1080,2022-07-21 14:31:40.116,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1165x976
885,cc3954d0-00ea-11ed-a6fc-d30f2cf09198,,Chrome 103,,24.0,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":5,""publisherId"":0,""userId"":116}",2.0,,,,true,,,1536x864,2022-07-11 07:26:32.412,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1.0,1071x714
886,0c30a910-fea4-11ec-8087-eff7e2f75ed5,2.0,Chrome 103,4.0,24.0,click,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:55:08.650,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
887,cacef3f0-0d62-11ed-bd45-6ca4d460f489,0.0,Chrome 103,222.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/700021a879721bc97b85d800ff96e8c72b3e9869?param1=1530&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1530"",""publisherId"":""1""}",2.0,,,1530.0,true,1.0,,1366x768,2022-07-27 04:15:49.182,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1.0,1366x625
888,4258fbd0-0b3a-11ed-b303-ef3cc3a64ec7,,Chrome 103,,24.0,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/job/1?param1=2&param2=1,CandidatePortal,,1.0,,,,true,,,1366x768,2022-07-24 10:20:37.007,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-m5ngo83k-l5z62pzj,,,,,,1.0,1366x625
889,eedf0090-fe9f-11ec-992b-f2473fd72111,2.0,Chrome 103,4.0,24.0,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1.0,,,98.0,true,1.0,,1366x768,2022-07-08 09:25:41.632,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1.0,1366x625
890,752ef250-00f2-11ed-8a23-b57db06ba903,,Chrome 103,,24.0,,UTF-8,http://localhost:4300/candidate-portal/,CandidatePortal,,1.0,,,,true,,http://localhost:4300/candidate-portal/,1920x1080,2022-07-11 08:21:26.162,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1.0,1858x944
891,41a54310-fdcf-11ec-b0d9-c08bb853a018,,Chrome 102,,24.0,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1280x720,2022-07-07 08:31:54.037,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-v5qn34cj-l5arstrk,,,,,,1.0,1280x609
892,7017c6f0-0bc6-11ed-9454-36a89d4b564c,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-25 03:04:02.784,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1.0,1920x976
893,c56ea520-018e-11ed-95a6-d240fc03bceb,,Chrome 103,,24.0,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":191,""publisherId"":0,""userId"":123}",2.0,,,,true,,http://localhost:4200/candidate-portal/job,1920x1080,2022-07-12 03:00:22.481,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1.0,1367x929
894,9a611810-0b5a-11ed-af83-f44b428d0353,,Chrome 103,,24.0,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/188?jobId=188&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""188"",""publisherId"":""1"",""stayed_alive"":10}",2.0,,,,true,,,1366x768,2022-07-24 14:12:08.381,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1.0,1366x625
895,b184ba60-08b2-11ed-ad60-ad1cf1f67af7,,Chrome 103,,24.0,,UTF-8,http://localhost:4400/candidate-portal/job?what=123&where=abc,CandidatePortal,,1.0,,,,true,,http://localhost:4400/candidate-portal/job?what=123?where=,1920x1080,2022-07-21 05:05:09.056,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1.0,1920x944
896,4437a3d0-025b-11ed-8857-b2653fda0144,,Chrome 102,,24.0,click,UTF-8,http://150.136.2.86/candidate-portal/job/8,CandidatePortal,"{""customEvent"":""click"",""jobId"":""8"",""publisherId"":0}",2.0,,,,true,,,1366x768,2022-07-13 03:22:56.609,-480.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-f7v9lodf-l5j1em6u,,,,,,1.0,1366x768
897,2c6705c0-0cb0-11ed-b624-78f8e806b7e3,0.0,Chrome 103,48.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/2d90f4b6da958ccf7118bd585e35d2072428190c?param1=273&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""273"",""publisherId"":""1""}",2.0,,,273.0,true,1.0,,1366x768,2022-07-26 06:57:11.131,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1.0,1366x625
898,264ac180-0851-11ed-a47c-a5decd374e37,,Chrome 102,,24.0,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1920x1080,2022-07-20 17:26:54.112,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-t4tqlljw-l5m9ph44,,,,,,1.0,1920x976
899,fa22c6d0-0291-11ed-87ab-da6ffc14f0c6,,Chrome 103,,24.0,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1.0,,,,true,,,1280x720,2022-07-13 09:55:50.694,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-v5qn34cj-l5arstrk,,,,,,1.0,1280x609
900,df661d10-fdd7-11ec-9421-80ec0aab2f1d,,Chrome 102,,24.0,,UTF-8,http://localhost:4200/candidate-portal/messages,CandidatePortal,,1.0,,,,true,,http://localhost:4200/candidate-portal/messages,1920x1080,2022-07-07 09:33:34.366,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1.0,1341x976
901,ed415280-0668-11ed-8306-00edce387788,,Chrome 103,,30.0,click,UTF-8,http://150.230.186.232/candidate-portal/job/c4e7a8a4ed3df2e76bd1eb80824e1a186ca7f0a1?param1=1103&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1103"",""publisherId"":""1""}",2.0,,,,true,,,1440x900,2022-07-18 07:12:04.266,-420.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-d63695qc-l5qes1q0,,,,,,1.0,1420x689
902,01e79bc0-0d64-11ed-93f8-874c07555131,0.0,Chrome 103,222.0,24.0,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/2002f89476e56ae92bfede9a4b96a25753e706dc?param1=1534&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1534"",""publisherId"":""1""}",2.0,,,1534.0,true,1.0,,1366x768,2022-07-27 04:24:31.129,-420.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1.0,1366x625
